2A5ACC5A-AD0B-4857-86FA-33F0E461DEC7	[Справки]->[Процессы]->[Справка о статусе малообеспеченной семьи]->{Скрипт}	{      if(context.SelectedDocumentId != null)      {      var docRepo = context.Documents;      var 	300FD9F0-2285-4A56-83B6-89141DE2404B	1	1	1	1988
EA82FACD-31C0-47D4-B975-E05AE2785093	[Справки]->[Процессы]->[Справка о статусе малообеспеченной семьи]->{Фильтрация по статусу}	{                           var appDefId = new Guid("{4F9F2AE2-7180-4850-A3F4-5FB47313BCC0}");      	300FD9F0-2285-4A56-83B6-89141DE2404B	1	1	1	1240
4124B1AF-818F-406E-B5C6-109C9F23CE59	[Справочники]->[Процессы]->[Добавление джамоата в район]->{Скрипт}	{      context.Documents.Save(context.CurrentDocument);  }  	C19A3A11-1FEE-4889-89C0-DBCC479C07AB	1	1	1	60
DFFEEAA6-5D3F-45E5-8A0D-F1200D27EA8C	[Справочники]->[Процессы]->[Добавление джамоата в район]->{Скрипт}	{      var inputDocId = context.GetVariable("InputDocumentId");        if (inputDocId != null)      	C19A3A11-1FEE-4889-89C0-DBCC479C07AB	1	1	1	158
E342B0B3-BF9B-40CD-9386-6250ECF5C861	[Справочники]->[Процессы]->[Добавление района в область]->{Присвоить область}	{      var inputDocId = context.GetVariable("InputDocumentId");        if (inputDocId != null)      	C2F5E7E4-59BA-467C-A391-32F96AA3C4A2	1	1	1	154
E8E68709-0484-4C3F-B28D-CA8CB12503B1	[Справочники]->[Процессы]->[Добавление района в область]->{Скрипт}	{  //    var docRepo = context.Documents;  //    var region = docRepo.LoadById(context.Get<Guid>("In	C2F5E7E4-59BA-467C-A391-32F96AA3C4A2	1	1	1	414
413C246E-EBE6-4770-AC25-393D25B7B0E6	[Справочники]->[Процессы]->[Добавление села в джамоат]->{Скрипт}	{      var inputDocId = context.GetVariable("InputDocumentId");        if (inputDocId != null)      	57DA0DED-1AFC-47C4-BBCA-EBC6C887B300	1	1	1	162
ADC526CE-88B8-4014-9EAD-CC5EE2390C51	[Справочники]->[Процессы]->[Добавление села в джамоат]->{Скрипт}	{      context.Documents.Save(context.CurrentDocument);  }      	57DA0DED-1AFC-47C4-BBCA-EBC6C887B300	1	1	1	64
2DED1367-FA99-498F-B14E-AA8F6ECE17B9	[Справочники]->[Процессы]->[Количество ДХ]->[Добавить район]->{Скрипт}	{      var inputDocId = context.GetVariable("InputDocumentId");        if (inputDocId != null)      	FD36B050-5F97-4F93-992F-040BC13E4D68	1	1	1	154
ADF401F8-C6DD-4E93-8C27-C7515D8E31FD	[Справочники]->[Процессы]->[Количество ДХ]->[Добавить район]->{Скрипт}	{      context.Documents.Save(context.CurrentDocument);  }                                          	FD36B050-5F97-4F93-992F-040BC13E4D68	1	1	1	126
DC0C371E-4963-489A-A113-207D7A05A294	[Справочники]->[Процессы]->[Удалить район с области]->{Скрипт}	{      if (context.SelectedDocumentId != null)          context.Documents.RemoveDocFromList((Guid)co	A6441CFB-27A2-4905-A89C-77626D1C5F9A	1	1	1	249
2D6DA266-ECA7-4185-8067-767A5E16ADC9	[Справочники]->[Процессы]->[Удалить район с области]->{Скрипт}	{      var docRepo = context.Documents;      Doc region = docRepo.LoadById(context.Get<Guid>("InputD	A6441CFB-27A2-4905-A89C-77626D1C5F9A	1	1	1	385
EA3A2BFC-7543-4AA7-91BE-11B92464E06E	[Уведомления]->[Процессы печати]->[Печать уведомлений о депонировании]->{Запрос уведомлений о депонировании}	{      var docRepo = context.Documents;            var notification = docRepo.LoadById((Guid)context	B3566BB7-F64F-4918-8645-96ECF878C58E	1	1	1	2771
56B37A2E-4DDB-478E-97C2-E5D2D44B6F1C	[Уведомления]->[Процессы печати]->[Печать уведомления о включения]->{Формирование запроса}	{      var docRepo = context.Documents;            var notification = docRepo.LoadById((Guid)context	4DDC8C38-7382-482F-9A1D-5ADBABFD976E	1	1	1	1968
BC61F0CD-0293-4752-96F5-538604F06C2A	[Уведомления]->[Процессы печати]->[Печать уведомления о назначении]->{Запрос уведомления о назначении}	{      var docRepo = context.Documents;      var notification = docRepo.LoadById((Guid)context["Inpu	85BF71BE-B94B-43CD-AEAB-47EE1565C524	1	1	1	4355
E851FDEB-C8DB-4EBF-BBF0-4B2D26592433	[Уведомления]->[Процессы печати]->[Печать уведомления о переназначении]->{Скрипт}	{      var docRepo = context.Documents;      var notification = docRepo.LoadById((Guid)context["Inpu	FCB7BE30-EC57-4109-929B-C3C9FCBD7489	1	1	1	4203
490BB87E-1C20-4995-AB5C-DB76212B6B5A	[Уведомления]->[Процессы печати]->[Печать уведомления о прекращении с  возвратам]->{Скрипт}	{      var docRepo = context.Documents;            var notification = docRepo.LoadById((Guid)context	D610E181-2414-451C-B351-832175F44174	1	1	1	2436
12BD4FD3-BFAB-4C6A-887E-8ED3CDE9D8DF	[Уведомления]->[Процессы печати]->[Печать уведомления о прекращении участия в программе ]->{Скрипт}	{      var docRepo = context.Documents;            var notification = docRepo.LoadById((Guid)context	E707796A-BB47-40D6-A4A7-0C49903043A8	1	1	1	2436
FA10A4E6-F7AB-4D96-8C4C-39C7D2EA65B4	[Уведомления]->[Процессы печати]->[Печать уведомления об отказе]->{Скрипт}	{      var docRepo = context.Documents;            var notification = docRepo.LoadById((Guid)context	392E7563-CE0B-4963-AF21-860E9BA64F42	1	1	1	1957
11F34F0E-72A2-4D4A-BE46-6C8E0F1DA09E	[Уведомления]->[Процессы печати]->[Сформировать список уведомлений о включении в программу]->{Авт. вставка даты}	{      var schedule = context.CurrentDocument;      schedule["DateTo"] = DateTime.Today;  }         	6892638F-D1ED-485B-B413-C2DDFA9FB039	1	1	1	104
E54769E4-585C-4460-B953-825165B96C49	[Уведомления]->[Процессы печати]->[Сформировать список уведомлений о включении в программу]->{Запрос}	using Intersoft.CISSA.DataAccessLayer.Model.Controls;  using NPOI.SS.UserModel;  public static class	6892638F-D1ED-485B-B413-C2DDFA9FB039	1	1	1	6862
F1FB9933-9DDF-4E85-A962-7C134A367769	[Уведомления]->[Процессы печати]->[Сформировать список уведомлений о депонировании]->{Авт. вставка даты}	{      var schedule = context.CurrentDocument;      schedule["DateTo"] = DateTime.Today;  }      	2D6839E7-C478-4B38-91E3-425617642882	1	1	1	97
9114018B-617B-4D1B-84AF-C9B20C5DECD4	[Уведомления]->[Процессы печати]->[Сформировать список уведомлений о депонировании]->{Уведомление о депонировании}	using Intersoft.CISSA.DataAccessLayer.Model.Controls;  using NPOI.SS.UserModel;  public static class	2D6839E7-C478-4B38-91E3-425617642882	1	1	1	8584
306CB9E6-B243-49AA-9CBF-38869616D83B	[Уведомления]->[Процессы печати]->[Сформировать список уведомлений о назначенных делах]->{Формирование даты}	{      context.FormCaption = "Выбор периода. Уведомление о назначении АСП.";      var schedule = con	025452A9-22CE-47EC-BF08-D41DA31FFA09	1	1	1	233
E4EE41B3-AB85-45A7-A661-870B1922B2F6	[Уведомления]->[Процессы печати]->[Сформировать список уведомлений о назначенных делах]->{Формирование запроса}	using Intersoft.CISSA.DataAccessLayer.Model.Controls;  using NPOI.SS.UserModel;  public static class	025452A9-22CE-47EC-BF08-D41DA31FFA09	1	1	1	9680
17191C77-EEF9-4105-B50D-E5B37D0E25F3	[Уведомления]->[Процессы печати]->[Сформировать список уведомлений о переназначении]->{Авт. вставка даты}	{      var schedule = context.CurrentDocument;      schedule["DateTo"] = DateTime.Today;  }    	24560EF0-8F37-4A85-BDF5-6B6655E06985	1	1	1	95
5845EAFE-D03D-41FC-BB7E-36A0AB6EE480	[Уведомления]->[Процессы печати]->[Сформировать список уведомлений о переназначении]->{Формирование запроса}	using Intersoft.CISSA.DataAccessLayer.Model.Controls;  using NPOI.SS.UserModel;  public static class	24560EF0-8F37-4A85-BDF5-6B6655E06985	1	1	1	7981
DDEB942D-D2BE-4030-AC71-E1516DC78671	[Уведомления]->[Процессы печати]->[Сформировать список уведомлений о прекращении с возвратом]->{Авт. вставка даты}	{     var schedule = context.CurrentDocument;     schedule["DateTo"] = DateTime.Today;  }           	7E4C6E13-DBDA-42C7-86ED-7E142FBB3EF2	1	1	1	131
F4039D12-34E3-4A13-AE93-FC3A3B890257	[Уведомления]->[Процессы печати]->[Сформировать список уведомлений о прекращении с возвратом]->{Формирование запроса}	using Intersoft.CISSA.DataAccessLayer.Model.Controls;  using NPOI.SS.UserModel;  public static class	7E4C6E13-DBDA-42C7-86ED-7E142FBB3EF2	1	1	1	7434
E635D8E3-BDD9-437A-A471-A9256059922E	[Уведомления]->[Процессы печати]->[Сформировать список уведомлений о прекращении]->{Авт. вставка даты}	{     var schedule = context.CurrentDocument;     schedule["DateTo"] = DateTime.Today;  }           	2D0AB497-30CB-4D0B-9F23-8DA30D865C6C	1	1	1	132
B66B421E-D243-49C1-BF7C-8510D66251BE	[Уведомления]->[Процессы печати]->[Сформировать список уведомлений о прекращении]->{Формирование запроса}	using Intersoft.CISSA.DataAccessLayer.Model.Controls;  using NPOI.SS.UserModel;  public static class	2D0AB497-30CB-4D0B-9F23-8DA30D865C6C	1	1	1	7265
A9FE52D8-1652-4807-93EB-9B9F0A6CAE0B	[Уведомления]->[Процессы печати]->[Сформировать список уведомлений о членах семьи]->{Авт. вставка даты}	{      var schedule = context.CurrentDocument;      schedule["DateTo"] = DateTime.Today;  }        	62F0FDA0-4306-4380-9DE1-A8B0F8492270	1	1	1	99
2BCA3C8A-7C1E-4032-AAF6-38241727D016	[Уведомления]->[Процессы печати]->[Сформировать список уведомлений о членах семьи]->{Формирование списка уведомлений о членах семьи}	using Intersoft.CISSA.DataAccessLayer.Model.Controls;  using NPOI.SS.UserModel;  public static class	62F0FDA0-4306-4380-9DE1-A8B0F8492270	1	1	1	8024
6AF1FF18-F251-4510-89EB-24DC6B80630C	[Уведомления]->[Процессы печати]->[Сформировать список уведомлений об остатке на банковском счете]->{Авт. вставка даты}	{      var schedule = context.CurrentDocument;      schedule["DateTo"] = DateTime.Today;  }         	48A2F8A3-45BE-444D-AEA0-4AE4AC3CE1F3	1	1	1	103
647D64B5-D9F1-4AF0-9599-93FA13AD8063	[Уведомления]->[Процессы печати]->[Сформировать список уведомлений об остатке на банковском счете]->{Формирование запроса}	using Intersoft.CISSA.DataAccessLayer.Model.Controls;  using NPOI.SS.UserModel;  public static class	48A2F8A3-45BE-444D-AEA0-4AE4AC3CE1F3	1	1	1	8272
C3B12A79-DD74-4BCE-9232-BBD545960921	[Уведомления]->[Процессы печати]->[Сформировать список уведомлений об отказе]->{Загрузка doc файла для печати}	using Intersoft.CISSA.DataAccessLayer.Model.Controls;  using NPOI.SS.UserModel;  public static class	E53038D9-F8EB-4A60-BB9D-3F931407FF2A	1	1	1	6862
628BE934-1703-436B-ABE9-46DF58FDB7A0	[Уведомления]->[Процессы печати]->[Сформировать список уведомлений об отказе]->{Скрипт}	{     context.FormCaption = "Выбор периода. Уведомление об отказе на АСП.";     var schedule = conte	E53038D9-F8EB-4A60-BB9D-3F931407FF2A	1	1	1	204
D6BC205D-1D10-4849-9AA8-925EAC8CD768	[Уведомления]->[Процессы]->[Завершение заявлений]->[Скрипт]	{      var today = DateTime.Today;      var docRepo = context.Documents;        var pqb = new QueryB	DD92CB8A-34C4-4A98-BCF8-2C85BCEB5E1F	1	1	1	4463
6303A29B-9137-4B05-9E88-5409BBA6B471	[Уведомления]->[Процессы]->[Формирование уведомлений о депонировании]->[Скрипт]	{      // Получить значение параметра      int depositPeriod;      var today = DateTime.Today;      	883AA747-EFC1-4745-8264-5425342093C6	1	1	1	6583
2295D102-0545-4A5E-B2E4-D7DFE1EA3C5C	[Уведомления]->[Процессы]->[Формирование уведомлений об остатке]->{Скрипт}	{      // Получить последний банковский отчет      /* Doc report;      var rqb = new QueryBuilder(ba	6B6E7DD1-B6A5-4E05-9EFB-D1CF48BDAE2C	1	1	1	8777
8F6F39B3-7540-4BEB-9BA3-B1AB08D79E18	[Финансовая отчетность]->[Процессы]->[Банковский отчет]->{БО}	public static class BankReportByQuarter  {      public static void Execute(WorkflowContext context) 	B82FAB27-C438-4134-930B-A35684614B61	1	1	1	22206
3BEF06B0-CCE8-4197-9B90-ABFF54E36DED	[Финансовая отчетность]->[Процессы]->[Банковский отчет]->{Скрипт}	{      var schedule = context.CurrentDocument;      schedule["DateFormation"] = DateTime.Today;     	B82FAB27-C438-4134-930B-A35684614B61	1	1	1	145
0131C960-67B4-4C53-A544-276D206F818E	[Финансовая отчетность]->[Процессы]->[Выплаченные, депонированные пособия]->{Скрипт}	public static class BudgetFundsByQuarter  {      public static void Execute(WorkflowContext context)	1A450C65-9C1D-4CAF-A812-E1765363BD31	1	1	2	8664
04672AD7-DC6C-4EE8-BF38-61868BD8DEF1	[Финансовая отчетность]->[Процессы]->[Выплаченные, депонированные пособия]->{Скрипт}	{      var report = context.CurrentDocument;      report["Date_Formation"] = DateTime.Now;  }  	1A450C65-9C1D-4CAF-A812-E1765363BD31	1	1	2	95
21F36801-B57E-4308-85D5-7404D1929151	[Финансовая отчетность]->[Процессы]->[Дубликаты]->{Скрипт}	public static class BankReportByQuarter  {      public static void Execute(WorkflowContext context) 	6A54B088-1473-4FB3-9B80-243D92F3962B	1	1	1	31369
C3B54D53-EF04-4B3F-939D-F90D66E40A4C	[Финансовая отчетность]->[Процессы]->[Дубликаты]->{Скрипт}	{      var schedule = context.CurrentDocument;      schedule["DateFormation"] = DateTime.Today;     	6A54B088-1473-4FB3-9B80-243D92F3962B	1	1	1	149
8B0BDC9A-6E87-4399-A22C-C2546C4811A9	[Финансовая отчетность]->[Процессы]->[Использование бюджетных средств (ф.24)]->{Автоматические вставки}	{      var schedule = context.CurrentDocument;      schedule["Date"] = DateTime.Today;      schedule	816B634F-C33F-4CD5-B63E-12506881807B	1	1	1	136
CC910E49-874C-41DD-B4CA-16ED963EDFAC	[Финансовая отчетность]->[Процессы]->[Использование бюджетных средств (ф.24)]->{Выполнить запрос}	public static class BudgetFundsByQuarter  {      public static void Execute(WorkflowContext context)	816B634F-C33F-4CD5-B63E-12506881807B	1	1	1	5432
DFD095A4-7A96-46C1-9EB0-D67B5BD4CEAE	[Финансовая отчетность]->[Процессы]->[Использование бюджетных средств по месяцам (ф.23)]->{Автоматические вставки}	{      var schedule = context.CurrentDocument;      schedule["Date"] = DateTime.Today;      schedule	D0A8B7C0-52E8-4D43-9E5E-40F0134D2FA4	1	1	1	138
BEBEF6FD-7470-42FD-ADA2-10A42DD8081B	[Финансовая отчетность]->[Процессы]->[Использование бюджетных средств по месяцам (ф.23)]->{Выполнить запрос}	public static class BudgetFundsByQuarter  {      public static void Execute(WorkflowContext context)	D0A8B7C0-52E8-4D43-9E5E-40F0134D2FA4	1	1	1	4314
4062C67A-4BEF-4531-8917-B8FECBFF2DFA	[Финансовая отчетность]->[Процессы]->[Кол-во поданных и рассмотренных жалоб и аппеляций]->{Скрипт114}	using System.Data;  public static class ListOfNameBenefitsProcess  {         /**********************	D5673ACE-53FF-46F2-84D4-974AE0F75060	1	1	1	8672
EB25368C-9BC1-4FEC-8122-286898EBCA83	[Финансовая отчетность]->[Процессы]->[Количество не присужденных заявлений]->{Скрипт}	{      var schedule = context.CurrentDocument;      schedule["DateFormation"] = DateTime.Today;     	95D3E6AD-07AD-46EB-981F-CBF0A73805ED	1	1	1	208
DA1E6C67-74EC-4324-A9E8-C4A366011868	[Финансовая отчетность]->[Процессы]->[Количество не присужденных заявлений]->{Скрипт}	using System.Data;  public static class NumAwardAppProcess  {      public static void Execute(Workfl	95D3E6AD-07AD-46EB-981F-CBF0A73805ED	1	1	1	8434
83F12012-1198-4EF2-B295-7EEC0FF3F19E	[Финансовая отчетность]->[Процессы]->[Количество присужденных заявлений]->{Скрипт}	{      var schedule = context.CurrentDocument;      schedule["DateFormation"] = DateTime.Today;     	BA17BA21-509B-436E-84C2-A81CE9C423BA	1	1	1	210
42CB0307-5F19-4304-A450-953D751DE434	[Финансовая отчетность]->[Процессы]->[Количество присужденных заявлений]->{Скрипт}	using System.Data;  public static class NumAwardAppProcess  {      public static void Execute(Workfl	BA17BA21-509B-436E-84C2-A81CE9C423BA	1	1	1	8548
0A2CE0ED-D5CF-44D6-88AD-5AF396ADA7CA	[Финансовая отчетность]->[Процессы]->[Общее сведения банку по пособиям АСП]->{104а}	public static class BudgetFundsByQuarter  {      public static void Execute(WorkflowContext context)	1C96346F-2B27-4916-8EF6-899BEFA11364	1	1	1	7761
5F83F21E-1E8C-4C0A-855E-31D885D49849	[Финансовая отчетность]->[Процессы]->[Общее сведения банку по пособиям АСП]->{Автоматические вставки}	{      var schedule = context.CurrentDocument;      schedule["DateFormation"] = DateTime.Today;     	1C96346F-2B27-4916-8EF6-899BEFA11364	1	1	1	192
AB3CD806-C0F0-46FB-ACCE-F63059750FA1	[Финансовая отчетность]->[Процессы]->[Отчет о верификации]->{Автю вставка даты}	{      var schedule = context.CurrentDocument;      schedule["DateFormation"] = DateTime.Today;     	575C4E81-4D8F-4908-8A84-16B55BC3D8C0	1	1	1	192
692BF9AB-29DA-436A-B6D5-DF5E8C7F8713	[Финансовая отчетность]->[Процессы]->[Отчет о верификации]->{Отчет о верификации}	public static class BankReportByQuarter  {      public static void Execute(WorkflowContext context) 	575C4E81-4D8F-4908-8A84-16B55BC3D8C0	1	1	1	25176
B097A5C0-8367-40EF-8219-DCC8F88D3E9C	[Финансовая отчетность]->[Процессы]->[Печать отчета сведений о получателях АСП на текщий момент]->[Скрипт]	using NPOI.SS.UserModel;  public static class PrintBankSheet  {      public static void Execute(Work	AF1A8589-47C0-42EC-9561-866DF1E2BA11	1	1	1	14139
7DA19970-AE33-4559-9D1A-465C528F0942	[Финансовая отчетность]->[Процессы]->[Поименные списки получателей по прекращенным выплатам]->{Авт. вставка даты}	{      var schedule = context.CurrentDocument;      schedule["LastDate"] = DateTime.Today;  }  	BFAB67A9-5395-49CC-9784-0D2D953BB757	1	1	1	95
9CF023DE-99E9-47CE-87B9-24481D4378E5	[Финансовая отчетность]->[Процессы]->[Поименные списки получателей по прекращенным выплатам]->{Скрипт113}	using System.Data;  public static class ListOfNameBenefitsProcess  {      /*************************	BFAB67A9-5395-49CC-9784-0D2D953BB757	1	1	1	4837
85EC4667-98E2-45A5-B156-00A1DAFFB80D	[Финансовая отчетность]->[Процессы]->[Поименные списки получателей пособий]->{Авт. вставка даты}	{      var schedule = context.CurrentDocument;      schedule["LastDate"] =  DateTime.Today;  }    	29A132CD-A92E-4113-8205-91952F99037A	1	1	1	98
AD7F4C7D-AB53-4D85-A36A-36BA85EBC437	[Финансовая отчетность]->[Процессы]->[Поименные списки получателей пособий]->{Скрипт112}	using System.Data;  public static class ListOfNameBenefitsProcess  {      /*************************	29A132CD-A92E-4113-8205-91952F99037A	1	1	1	4230
CB463DB9-D0E6-4C52-8CF1-E322C1216444	[Финансовая отчетность]->[Процессы]->[Процесс выгрузки 1 выплаты]->{Скрипт}	using System;  using System.IO;  using System.Drawing;  using System.Collections.Generic;  using Int	6A9BC3CB-8C86-4727-B3B6-C6E8944DD6E7	1	1	1	7620
E3D18EAF-A007-4DFC-9942-F65AD062BB8A	[Финансовая отчетность]->[Процессы]->[Процесс выгрузки 2 выплаты]->{Скрипт}	using System;             using System.IO;  using System.Drawing;  using System.Collections.Generic;	B4E2534F-D755-43F8-9397-A84532974957	1	1	1	7621
166826E0-5530-4980-AA3F-01563E9FA69F	[Финансовая отчетность]->[Процессы]->[Процесс выгрузки 3 выплаты]->{Скрипт}	using System;  using System.IO;  using System.Drawing;  using System.Collections.Generic;  using Int	7180A151-A04B-4EA7-8F59-D9608FCB5D6B	1	1	1	7621
CB01C74C-36C9-4EC5-B632-DE76A2EEAFDA	[Финансовая отчетность]->[Процессы]->[Процесс выгрузки 4 выплаты]->{Скрипт}	using System;  using System.IO;  using System.Drawing;  using System.Collections.Generic;  using Int	A3577878-741F-4A06-AE68-FA107D618E7C	1	1	1	7634
392C06A1-9F06-4DB2-8869-9D7D01A42CC5	[Финансовая отчетность]->[Процессы]->[Сведения о получателях АСП на текщий момент]->{Авт. вставка даты}	{      var schedule = context.CurrentDocument;      schedule["Date"] = DateTime.Today;      schedule	FF2A467D-F3AC-48D7-89CD-2A54BC2C69E2	1	1	1	208
DDA2FE1D-4DD6-4783-B8D4-77AC3E5133FB	[Финансовая отчетность]->[Процессы]->[Сведения о получателях АСП на текщий момент]->{Сведения о получателях АСП}	using System.Data;  public static class BudgetFundsByQuarter  {      public static void Execute(Work	FF2A467D-F3AC-48D7-89CD-2A54BC2C69E2	1	1	1	17726
569DCA06-AB99-4C34-A2A0-DD692C891FB5	[Финансовая отчетность]->[Процессы]->[Свод по назначенным и выплаченным пособиям]->{106}	using System.Data;  public static class AppointBenefitsPaidProcess  {      public static void Execut	21E46175-C1FB-43B9-963E-32CDC85788F5	1	1	1	6698
E3765709-C411-42AD-9116-C931AF168A5B	[Финансовая отчетность]->[Процессы]->[Свод по назначенным и выплаченным пособиям]->{Авт. вставка даты}	{      var schedule = context.CurrentDocument;      schedule["DateFormation"] = DateTime.Today;     	21E46175-C1FB-43B9-963E-32CDC85788F5	1	1	1	251
99DFB5C5-A9D4-44E2-B16C-4CBF80D6733D	[Финансовая отчетность]->[Процессы]->[Сводный график выплат (ф.24А)]->[Формирование отчета. NEW]	{      var saved = false;      var items = new List<SItem>();      var decisions = new List<SItem>()	0EEFBD48-FDA9-4BBD-AA4D-BB23A35971F8	1	1	1	11628
0A6895EB-32DE-4279-AE5A-4170F3A43200	[Финансовая отчетность]->[Процессы]->[Сводный график выплат (ф.24А)]->{Создание отчета}	{      var schedule = context.CurrentDocument;      schedule["Date"] = DateTime.Today;      schedule	0EEFBD48-FDA9-4BBD-AA4D-BB23A35971F8	1	1	1	136
B8E63F8B-227E-4CB6-AA9B-0D49145D5411	[Финансовая отчетность]->[Процессы]->[Список семей по джамоатом и районом]->{111}	public static class NumAwardAppProcess  {      public static void Execute(WorkflowContext context)  	BA859A10-A097-4E23-BED7-AF24638ECCC8	1	1	1	6019
52E85391-C38C-4CC0-A1C6-EB21208B5BC0	[Финансовая отчетность]->[Процессы]->[Список семей по джамоатом и районом]->{Авт. вставка даты}	{      var schedule = context.CurrentDocument;      schedule["Date_Formation"] = DateTime.Today;    	BA859A10-A097-4E23-BED7-AF24638ECCC8	1	1	1	139
83101F09-C188-4BC2-8765-DD4BB9883E61	[Финансовая отчетность]->[Процессы]->[Статические данные]->{Авт. вставка данных}	{      var schedule = context.CurrentDocument;      schedule["Date_Formation"] = DateTime.Today;    	7264F0AC-B14F-4BBA-9A54-BAA8D4092D89	1	1	1	288
1E200455-A01B-4474-8DB9-08F8D550B599	[Финансовая отчетность]->[Процессы]->[Статические данные]->{Статические данные}	using System.Data;  public static class StatisticalReportProcess  {      /**************************	7264F0AC-B14F-4BBA-9A54-BAA8D4092D89	1	1	1	14022
C041E3FF-88D8-4F14-B32D-5CA695F0017E	[Финансовая отчетность]->[Процессы]->[Сформировать отчет о возвращаемых пособий]->{Авт. вставка даты}	{      var schedule = context.CurrentDocument;      schedule["LastDate"] = DateTime.Today;  }    	A0C231C0-EEA6-4443-A7E3-C1084CA249A3	1	1	1	97

BF14F201-C85D-4BE9-B4E6-2771719D727A	[Финансовая отчетность]->[Процессы]->[Сформировать отчет о возвращаемых пособий]->{Формирование запроса}	using System.Data;  public static class ListOfNameBenefitsProcess  {      /*************************	A0C231C0-EEA6-4443-A7E3-C1084CA249A3	1	1	1	5508
CDD474BC-70D9-425C-B630-8E0B0C5EDC2C	[Взаимодействие с НРСЗ]->[Миграция в НРСЗ]->[Процессы]->[Миграция заявителей в НРСЗ]->[Гражданин без ПИН]	(context.SuccessFlag && context["PIN"] == null)  	CEE4CD7A-E954-45E7-AE60-55BE38BCEA6B	1
716C9DF0-0361-441B-857E-D306375DB2ED	[Взаимодействие с НРСЗ]->[Миграция в НРСЗ]->[Процессы]->[Миграция заявителей в НРСЗ]->[Завершение цикла]	(!context.SuccessFlag)  	CEE4CD7A-E954-45E7-AE60-55BE38BCEA6B	1
4426C7AE-2940-41B2-9F7A-8F47B00282F1	[Взаимодействие с НРСЗ]->[Миграция в НРСЗ]->[Процессы]->[Миграция заявителей в НРСЗ]->[Нет данных по ПИН]	(!context.SuccessFlag)  	CEE4CD7A-E954-45E7-AE60-55BE38BCEA6B	1
2C7A9F99-9992-48C8-9F97-35BED9FC69FE	[Взаимодействие с НРСЗ]->[Миграция в НРСЗ]->[Процессы]->[Миграция назначений АСП]->[Поток]	(!context.SuccessFlag)  	766B66DF-6AB8-421C-B0DE-B7F64B0B559E	1
436E2A00-01BB-45C4-A48F-287B0A8BC03B	[Взаимодействие с НРСЗ]->[Миграция в НРСЗ]->[Процессы]->[Миграция социальных карточек]->[Поток]	(!context.SuccessFlag)  	149E1A42-8E58-4C7F-8329-0A19DD66B9B3	1
1B70B9C1-9261-43C5-98B1-79BA31EDE8DD	[Взаимодействие с НРСЗ]->[Миграция в НРСЗ]->[Процессы]->[Миграция справок на погребение]->[Поток]	(!context.SuccessFlag)  	8F121943-AF9F-4E77-BB7F-CE8C916F70E4	1
FC2DE919-2A3A-44A5-A1D4-17E135B7BFEB	[Взаимодействие с НРСЗ]->[Миграция в НРСЗ]->[Процессы]->[Миграция справок о статусе малообеспеченной семьи]->[Поток]	(!context.SuccessFlag)                        	A58E0E0B-4EA0-4904-9D5E-253708F4FB15	1
3BD54A81-4969-43DC-8ED1-B0D9EE998116	[Взаимодействие с НРСЗ]->[Миграция в НРСЗ]->[Процессы]->[Миграция членов семьи заявителей]->[Без ПИН]	(context.SuccessFlag && context["PIN"] == null)                                                  	EA0BBBA5-C683-41C9-B3A8-008663A224CF	1
59F7407B-E44A-422C-86F3-64ABA9D228DE	[Взаимодействие с НРСЗ]->[Миграция в НРСЗ]->[Процессы]->[Миграция членов семьи заявителей]->[Завершение цикла]	(!context.SuccessFlag)                         	EA0BBBA5-C683-41C9-B3A8-008663A224CF	1
B1B1C905-FF6F-49CD-8B50-B474F4114625	[Взаимодействие с НРСЗ]->[Миграция в НРСЗ]->[Процессы]->[Миграция членов семьи заявителей]->[Нет данных по ПИН]	(!context.SuccessFlag)                         	EA0BBBA5-C683-41C9-B3A8-008663A224CF	1
19E77123-30ED-4E2C-9DC1-3E7A418AAA05	[Выплаты АСП]->[Процессы]->[Массовое закрытие месяца]->{Success}	(context.SuccessFlag == true)  	76CB0A5D-BCD3-49E8-BB8F-4E40E369ADE7	1
B12DB4E1-A882-4EE5-9D4A-EA34220323F4	[Выплаты АСП]->[Процессы]->[Реестр на оплату]->[Выгрузка реестра на оплату по районом]->[Номер не найден]	(context["PaymentNo"] == null)  	CA7FAD57-DB45-4AF5-8A2B-BB893A38A21E	4
02E9CE1C-E201-457E-8857-61FBE7DF66ED	[Выплаты АСП]->[Процессы]->[Реестр на оплату]->[Отменить реестр на оплату]->[Установить статусы]	(!context.SuccessFlag)  	C20BCB86-3A34-4FCC-B345-0F5010CE61E8	1
545C9500-7966-412A-B1B2-28C122EE8EC9	[Выплаты АСП]->[Процессы]->[Реестр на оплату]->[Утвердить реестр на оплату]->[Все статусы установлены]	(context.SuccessFlag)  	B62E64A7-3712-4F44-9A6D-C161766E2ECB	1
49409F18-207F-4D26-B484-7CC13444F0F1	[Выплаты АСП]->[Процессы]->[Реестр на оплату]->[Утвердить реестр на оплату]->[Установить статусы]	(!context.SuccessFlag)  	B62E64A7-3712-4F44-9A6D-C161766E2ECB	1
8172CBEA-B11B-46D1-A3F0-8B39885A3E90	[Жалобы и апелляции]->[Процессы]->[Создать апелляционную жалобу]->{Поток}	(context.ReturnedSuccessFlag)  	C3782716-0ABE-429B-8668-820592099133	1
